step,type,amount,wallet,city,oldbalanceOrg,newbalanceOrig,is_new_device,is_loc_mismatch,high_freq,user_age,time,risk_score,is_fraud
1,CASH_OUT,6686,Easypaisa,Quetta,40582,33896,False,False,False,28,2026-04-28 15:55:12.765674,8.0,0
1,TRANSFER,5414,Easypaisa,Karachi,135209,129795,False,False,False,47,2026-04-29 23:46:06.765674,6.5,0
1,CASH_OUT,6880,Easypaisa,Faisalabad,69056,62176,False,False,False,41,2026-04-06 16:53:18.765674,8.3,0
1,PAYMENT,8551,JazzCash,Multan,127645,119094,False,False,False,37,2026-04-19 10:33:38.765674,10.3,0
1,CASH_OUT,4610,JazzCash,Quetta,1535,-3075,False,False,False,32,2026-03-18 13:34:25.765674,5.5,0
1,CASH_IN,11379,JazzCash,Peshawar,163186,174565,False,False,False,26,2026-03-22 12:54:58.765674,13.7,0
1,CASH_IN,186,JazzCash,Multan,93379,93565,False,False,False,29,2026-05-04 18:57:06.765674,0.2,0
1,TRANSFER,28341,Easypaisa,Peshawar,71561,43220,True,True,True,25,2026-04-13 00:48:18.765674,92.0,1
2,TRANSFER,3056,JazzCash,Multan,147614,144558,False,False,False,39,2026-04-25 18:26:02.765674,3.7,0
2,TRANSFER,9789,Easypaisa,Peshawar,110090,100301,False,False,False,27,2026-03-29 15:30:54.765674,11.7,0
2,CASH_IN,360,Easypaisa,Faisalabad,74583,74943,False,False,False,35,2026-04-30 09:38:49.765674,0.4,0
2,CASH_OUT,8825,Easypaisa,Lahore,170760,161935,False,False,False,36,2026-04-02 23:13:39.765674,10.6,0
2,CASH_IN,3180,Easypaisa,Peshawar,2364,5544,False,False,False,28,2026-04-16 22:05:50.765674,3.8,0
2,TRANSFER,97819,JazzCash,Karachi,106936,9117,False,False,False,16,2026-04-26 00:35:46.765674,53.0,0
2,CASH_OUT,7406,JazzCash,Quetta,99472,92066,False,False,False,32,2026-03-08 09:29:28.765674,8.9,0
2,CASH_OUT,14590,JazzCash,Karachi,142746,128156,False,False,False,28,2026-04-27 16:50:45.765674,17.5,0
2,TRANSFER,45492,Easypaisa,Lahore,61455,15963,True,True,False,25,2026-04-19 04:35:25.765674,80.0,1
2,PAYMENT,9355,JazzCash,Peshawar,47962,38607,False,False,False,29,2026-04-29 21:05:32.765674,11.2,0
2,CASH_OUT,1476,JazzCash,Faisalabad,33766,32290,False,False,False,36,2026-04-01 10:57:44.765674,1.8,0
2,PAYMENT,11082,Easypaisa,Lahore,123899,112817,False,False,False,33,2026-04-22 10:15:49.765674,13.3,0
2,CASH_OUT,8212,JazzCash,Quetta,33360,25148,False,False,False,30,2026-04-17 17:38:09.765674,9.9,0
2,CASH_IN,10659,Easypaisa,Lahore,199709,210368,False,False,False,49,2026-03-18 14:37:51.765674,12.8,0
2,CASH_OUT,2847,Easypaisa,Karachi,127964,125117,False,False,False,34,2026-03-25 21:07:55.765674,3.4,0
2,PAYMENT,9206,JazzCash,Peshawar,10332,1126,False,False,False,49,2026-04-06 07:30:10.765674,11.0,0
2,TRANSFER,8532,JazzCash,Quetta,111714,103182,False,False,False,36,2026-04-02 12:17:24.765674,10.2,0
2,CASH_OUT,13377,JazzCash,Faisalabad,91664,78287,False,False,False,42,2026-03-22 20:50:58.765674,16.1,0
2,CASH_OUT,211,JazzCash,Lahore,52483,52272,False,False,False,23,2026-03-22 08:14:57.765674,0.3,0
2,CASH_IN,5467,JazzCash,Karachi,171044,176511,False,False,False,42,2026-05-03 17:30:55.765674,6.6,0
2,TRANSFER,9294,JazzCash,Quetta,90137,80843,False,False,False,27,2026-03-14 21:04:34.765674,11.2,0
2,CASH_IN,6429,JazzCash,Karachi,55193,61622,False,False,False,33,2026-04-19 16:39:04.765674,7.7,0
2,PAYMENT,9171,Easypaisa,Multan,174963,165792,False,False,False,25,2026-03-15 11:58:19.765674,11.0,0
2,TRANSFER,5892,JazzCash,Peshawar,144708,138816,False,False,False,49,2026-05-05 12:50:07.765674,7.1,0
3,TRANSFER,5816,JazzCash,Lahore,9312,3496,False,False,False,50,2026-03-20 13:50:43.765674,7.0,0
3,CASH_IN,13753,Easypaisa,Peshawar,171360,185113,False,False,False,29,2026-03-30 18:36:48.765674,16.5,0
3,CASH_IN,6272,Easypaisa,Karachi,58013,64285,False,False,False,30,2026-04-11 21:43:40.765674,7.5,0
3,TRANSFER,5443,Easypaisa,Faisalabad,25398,19955,False,False,False,28,2026-04-26 18:20:49.765674,6.5,0
3,TRANSFER,9432,Easypaisa,Peshawar,77812,68380,False,False,False,22,2026-03-26 11:55:39.765674,11.3,0
3,PAYMENT,6980,Easypaisa,Karachi,132835,125855,False,False,False,23,2026-03-08 20:35:54.765674,8.4,0
3,CASH_IN,9499,JazzCash,Quetta,149143,158642,False,False,False,31,2026-03-22 21:34:06.765674,11.4,0
3,CASH_IN,7738,JazzCash,Faisalabad,144454,152192,False,False,False,22,2026-04-17 08:41:45.765674,9.3,0
3,TRANSFER,34511,JazzCash,Multan,35434,923,True,False,True,25,2026-05-03 04:14:32.765674,77.0,1
3,CASH_OUT,33716,Easypaisa,Karachi,180475,146759,True,True,True,72,2026-04-20 02:52:35.765674,100.0,1
3,PAYMENT,14818,JazzCash,Multan,149069,134251,False,False,False,23,2026-03-11 11:16:42.765674,17.8,0
3,CASH_IN,9919,JazzCash,Lahore,51969,61888,False,False,False,38,2026-04-22 11:38:31.765674,11.9,0
3,CASH_IN,2166,Easypaisa,Lahore,64060,66226,False,False,False,44,2026-04-01 19:15:46.765674,2.6,0
3,CASH_IN,13262,Easypaisa,Lahore,114522,127784,False,False,False,43,2026-04-24 21:41:11.765674,15.9,0
3,TRANSFER,10557,Easypaisa,Lahore,193956,183399,False,False,False,26,2026-03-08 17:15:38.765674,12.7,0
3,CASH_IN,8948,Easypaisa,Lahore,50618,59566,False,False,False,38,2026-04-05 13:52:39.765674,10.7,0
3,PAYMENT,12997,Easypaisa,Karachi,91816,78819,False,False,False,34,2026-05-01 14:27:45.765674,15.6,0
3,CASH_IN,7520,Easypaisa,Faisalabad,195728,203248,False,False,False,35,2026-03-14 15:36:05.765674,9.0,0
3,TRANSFER,6920,Easypaisa,Multan,23526,16606,False,False,False,33,2026-04-18 23:35:30.765674,8.3,0
3,CASH_IN,12178,JazzCash,Quetta,17549,29727,False,False,False,36,2026-03-21 18:17:28.765674,14.6,0
3,CASH_IN,13398,Easypaisa,Faisalabad,138414,151812,False,False,False,22,2026-04-06 22:19:57.765674,16.1,0
3,CASH_IN,13436,Easypaisa,Multan,109625,123061,False,False,False,31,2026-05-03 18:37:04.765674,16.1,0
3,CASH_IN,13397,JazzCash,Faisalabad,190373,203770,False,False,False,29,2026-03-09 15:50:58.765674,16.1,0
3,CASH_IN,879,Easypaisa,Lahore,143609,144488,False,False,False,35,2026-04-19 11:30:07.765674,1.1,0
4,CASH_IN,1198,Easypaisa,Peshawar,143439,144637,False,False,False,36,2026-04-18 14:27:30.765674,1.4,0
4,CASH_OUT,1851,Easypaisa,Karachi,184835,182984,False,False,False,31,2026-04-09 09:25:50.765674,2.2,0
4,CASH_IN,5870,Easypaisa,Lahore,4024,9894,False,False,False,47,2026-04-14 17:40:57.765674,7.0,0
4,CASH_OUT,5384,Easypaisa,Karachi,177297,171913,False,False,False,44,2026-05-05 19:35:26.765674,6.5,0
4,TRANSFER,4251,JazzCash,Quetta,98349,94098,False,False,False,46,2026-04-22 21:58:55.765674,5.1,0
4,CASH_IN,12725,JazzCash,Quetta,80248,92973,False,False,False,39,2026-04-25 17:01:11.765674,15.3,0
4,CASH_IN,8967,Easypaisa,Lahore,66000,74967,False,False,False,41,2026-03-12 17:18:36.765674,10.8,0
4,TRANSFER,9617,Easypaisa,Peshawar,109447,99830,False,False,False,34,2026-04-21 22:45:51.765674,11.5,0
4,CASH_OUT,4154,Easypaisa,Quetta,131452,127298,False,False,False,29,2026-03-29 22:16:03.765674,5.0,0
4,TRANSFER,7160,Easypaisa,Lahore,195341,188181,False,False,False,33,2026-03-31 07:59:40.765674,8.6,0
4,PAYMENT,10376,Easypaisa,Peshawar,15341,4965,False,False,False,46,2026-04-18 15:28:19.765674,12.5,0
4,CASH_OUT,13109,JazzCash,Peshawar,30902,17793,False,False,False,44,2026-04-05 19:57:56.765674,15.7,0
4,CASH_IN,13364,Easypaisa,Karachi,121435,134799,False,False,False,28,2026-04-16 20:36:34.765674,16.0,0
4,CASH_IN,4225,Easypaisa,Faisalabad,82552,86777,False,False,False,45,2026-03-21 08:34:01.765674,5.1,0
4,TRANSFER,5798,Easypaisa,Peshawar,73670,67872,False,False,False,20,2026-04-03 23:05:01.765674,7.0,0
4,PAYMENT,5385,JazzCash,Quetta,80176,74791,False,False,False,31,2026-04-09 22:14:14.765674,6.5,0
4,TRANSFER,2025,Easypaisa,Peshawar,92791,90766,False,False,False,25,2026-04-12 15:41:34.765674,2.4,0
4,CASH_IN,1919,JazzCash,Faisalabad,35302,37221,False,False,False,29,2026-03-24 22:23:52.765674,2.3,0
4,TRANSFER,6231,JazzCash,Karachi,170221,163990,False,False,False,33,2026-04-27 22:09:07.765674,7.5,0
4,TRANSFER,13272,JazzCash,Karachi,167960,154688,False,False,False,31,2026-04-06 13:51:57.765674,15.9,0
4,CASH_OUT,8290,Easypaisa,Karachi,139064,130774,False,False,False,27,2026-03-10 12:05:58.765674,9.9,0
4,CASH_IN,4996,Easypaisa,Faisalabad,165660,170656,False,False,False,23,2026-04-20 16:33:29.765674,6.0,0
4,CASH_OUT,26004,Easypaisa,Quetta,26513,509,True,False,False,25,2026-04-13 01:59:11.765674,65.0,0
4,CASH_OUT,5770,JazzCash,Multan,55371,49601,False,False,False,22,2026-04-12 20:01:16.765674,6.9,0
5,PAYMENT,6543,JazzCash,Multan,31368,24825,False,False,False,35,2026-03-28 08:38:43.765674,7.9,0
5,TRANSFER,10828,Easypaisa,Multan,30058,19230,False,False,False,26,2026-03-13 18:32:31.765674,13.0,0
5,PAYMENT,1477,JazzCash,Multan,13362,11885,False,False,False,41,2026-03-15 21:50:53.765674,1.8,0
5,CASH_IN,113,JazzCash,Peshawar,96696,96809,False,False,False,50,2026-03-12 15:57:02.765674,0.1,0
5,TRANSFER,2304,JazzCash,Faisalabad,184443,182139,False,False,False,40,2026-03-24 19:54:58.765674,2.8,0
5,TRANSFER,8979,JazzCash,Lahore,168717,159738,False,False,False,38,2026-03-17 07:47:00.765674,10.8,0
5,PAYMENT,7430,Easypaisa,Multan,135573,128143,False,False,False,50,2026-03-26 22:38:20.765674,8.9,0
5,TRANSFER,354,Easypaisa,Quetta,4097,3743,False,False,False,23,2026-04-06 15:07:52.765674,0.4,0
5,CASH_IN,11090,Easypaisa,Faisalabad,196438,207528,False,False,False,42,2026-03-15 14:09:34.765674,13.3,0
5,PAYMENT,11225,JazzCash,Faisalabad,99577,88352,False,False,False,28,2026-03-09 12:23:31.765674,13.5,0
5,TRANSFER,10982,JazzCash,Lahore,156125,145143,False,False,False,49,2026-05-03 15:09:36.765674,13.2,0
5,TRANSFER,13072,JazzCash,Multan,187330,174258,False,False,False,45,2026-04-26 12:21:44.765674,15.7,0
5,CASH_IN,14416,JazzCash,Multan,179865,194281,False,False,False,45,2026-04-24 20:40:58.765674,17.3,0
5,CASH_OUT,3994,Easypaisa,Karachi,127095,123101,False,False,False,24,2026-03-12 11:52:33.765674,4.8,0
5,TRANSFER,10593,JazzCash,Faisalabad,116965,106372,False,False,False,28,2026-03-15 19:44:50.765674,12.7,0
5,CASH_IN,13886,Easypaisa,Quetta,63865,77751,False,False,False,35,2026-04-10 10:53:14.765674,16.7,0
5,CASH_IN,8238,Easypaisa,Peshawar,31358,39596,False,False,False,46,2026-04-28 10:37:57.765674,9.9,0
5,TRANSFER,6448,Easypaisa,Peshawar,103690,97242,False,False,False,35,2026-04-20 20:56:51.765674,7.7,0
5,CASH_IN,2982,Easypaisa,Quetta,133203,136185,False,False,False,20,2026-05-01 14:31:06.765674,3.6,0
5,CASH_IN,2403,Easypaisa,Lahore,137802,140205,False,False,False,36,2026-04-01 17:27:44.765674,2.9,0
5,TRANSFER,9392,Easypaisa,Karachi,79844,70452,False,False,False,21,2026-03-16 07:09:33.765674,11.3,0
5,TRANSFER,21243,JazzCash,Multan,84764,63521,True,False,False,72,2026-04-09 05:24:20.765674,73.0,1
5,CASH_OUT,5953,JazzCash,Lahore,130478,124525,False,False,False,41,2026-03-22 08:35:38.765674,7.1,0
5,CASH_OUT,13188,Easypaisa,Lahore,147557,134369,False,False,False,22,2026-05-02 18:13:14.765674,15.8,0
6,CASH_IN,7756,JazzCash,Faisalabad,149607,157363,False,False,False,43,2026-03-22 13:29:16.765674,9.3,0
6,CASH_OUT,6041,Easypaisa,Multan,106717,100676,False,False,False,25,2026-03-11 16:48:56.765674,7.2,0
6,CASH_OUT,4398,JazzCash,Multan,158385,153987,False,False,False,44,2026-05-05 17:38:10.765674,5.3,0
6,TRANSFER,3879,Easypaisa,Lahore,61806,57927,False,False,False,37,2026-03-12 09:36:07.765674,4.7,0
6,CASH_OUT,1292,Easypaisa,Karachi,150656,149364,False,False,False,35,2026-04-02 15:44:17.765674,1.6,0
6,CASH_OUT,6431,Easypaisa,Lahore,161786,155355,False,False,False,26,2026-03-23 22:32:37.765674,7.7,0
6,TRANSFER,6577,JazzCash,Lahore,135079,128502,False,False,False,25,2026-03-08 08:06:55.765674,7.9,0
6,TRANSFER,8327,Easypaisa,Karachi,21862,13535,False,False,False,39,2026-03-13 14:42:27.765674,10.0,0
6,CASH_OUT,14631,Easypaisa,Karachi,80650,66019,False,False,False,21,2026-05-04 23:37:00.765674,17.6,0
6,TRANSFER,7987,JazzCash,Lahore,64207,56220,False,False,False,22,2026-03-13 23:16:31.765674,9.6,0
6,CASH_IN,370,JazzCash,Quetta,84369,84739,False,False,False,38,2026-03-16 14:14:59.765674,0.4,0
6,TRANSFER,5544,Easypaisa,Peshawar,88993,83449,False,False,False,34,2026-03-16 12:42:48.765674,6.7,0
6,TRANSFER,94196,Easypaisa,Quetta,158640,64444,True,True,False,72,2026-04-03 04:46:51.765674,88.0,1
6,TRANSFER,6073,JazzCash,Faisalabad,190519,184446,False,False,False,23,2026-04-02 22:19:53.765674,7.3,0
6,PAYMENT,4174,Easypaisa,Karachi,138655,134481,False,False,False,40,2026-03-12 13:55:30.765674,5.0,0
6,CASH_OUT,5564,JazzCash,Multan,150071,144507,False,False,False,25,2026-04-05 13:29:52.765674,6.7,0
6,CASH_IN,5399,JazzCash,Faisalabad,151428,156827,False,False,False,36,2026-04-13 16:46:31.765674,6.5,0
6,CASH_OUT,8449,Easypaisa,Multan,171385,162936,False,False,False,41,2026-04-27 15:51:47.765674,10.1,0
6,CASH_IN,11200,Easypaisa,Karachi,179773,190973,False,False,False,39,2026-03-13 15:24:30.765674,13.4,0
6,PAYMENT,8079,Easypaisa,Lahore,109542,101463,False,False,False,45,2026-04-08 12:59:37.765674,9.7,0
6,CASH_IN,811,Easypaisa,Multan,83248,84059,False,False,False,35,2026-04-20 19:17:45.765674,1.0,0
6,CASH_IN,6596,JazzCash,Multan,89201,95797,False,False,False,50,2026-04-08 23:08:33.765674,7.9,0
6,CASH_OUT,14270,JazzCash,Quetta,13803,-467,False,False,False,48,2026-03-19 11:39:12.765674,17.1,0
6,PAYMENT,9631,JazzCash,Quetta,16074,6443,False,False,False,23,2026-05-02 07:32:42.765674,11.6,0
7,CASH_OUT,11091,Easypaisa,Multan,153031,141940,False,False,False,44,2026-03-16 21:07:35.765674,13.3,0
7,PAYMENT,8849,Easypaisa,Lahore,68970,60121,False,False,False,21,2026-03-18 07:18:08.765674,10.6,0
7,CASH_OUT,11762,JazzCash,Peshawar,129476,117714,False,False,False,27,2026-04-11 18:15:45.765674,14.1,0
7,CASH_OUT,12140,Easypaisa,Peshawar,129516,117376,False,False,False,32,2026-04-19 19:08:50.765674,14.6,0
7,CASH_OUT,5610,JazzCash,Faisalabad,84264,78654,False,False,False,26,2026-03-26 22:37:22.765674,6.7,0
7,TRANSFER,1685,JazzCash,Peshawar,160063,158378,False,False,False,40,2026-04-29 20:56:45.765674,2.0,0
7,CASH_OUT,14879,JazzCash,Peshawar,112748,97869,False,False,False,30,2026-04-22 11:39:47.765674,17.9,0
7,CASH_OUT,31021,JazzCash,Faisalabad,57125,26104,True,True,False,25,2026-04-21 00:02:23.765674,80.0,1
7,TRANSFER,9539,Easypaisa,Karachi,34348,24809,False,False,False,33,2026-03-27 19:29:02.765674,11.4,0
7,TRANSFER,4066,JazzCash,Faisalabad,8911,4845,False,False,False,48,2026-04-07 13:58:45.765674,4.9,0
7,CASH_IN,14504,Easypaisa,Faisalabad,194717,209221,False,False,False,22,2026-04-20 20:43:39.765674,17.4,0
7,TRANSFER,3986,Easypaisa,Multan,153412,149426,False,False,False,38,2026-04-24 22:58:34.765674,4.8,0
7,CASH_IN,3894,Easypaisa,Multan,107067,110961,False,False,False,37,2026-04-13 13:53:31.765674,4.7,0
7,TRANSFER,59525,JazzCash,Multan,108180,48655,True,True,False,72,2026-04-15 01:38:13.765674,88.0,1
7,CASH_IN,2079,Easypaisa,Multan,28197,30276,False,False,False,28,2026-03-15 12:38:13.765674,2.5,0
7,CASH_OUT,11280,JazzCash,Lahore,192415,181135,False,False,False,40,2026-03-14 18:50:04.765674,13.5,0
7,CASH_IN,8190,JazzCash,Peshawar,135004,143194,False,False,False,23,2026-04-07 21:00:06.765674,9.8,0
7,CASH_IN,4261,JazzCash,Quetta,92665,96926,False,False,False,40,2026-04-05 12:17:25.765674,5.1,0
7,PAYMENT,11642,JazzCash,Lahore,10849,-793,False,False,False,43,2026-04-27 15:49:05.765674,14.0,0
7,TRANSFER,371,JazzCash,Peshawar,121058,120687,False,False,False,23,2026-04-14 08:34:31.765674,0.4,0
7,PAYMENT,6445,Easypaisa,Karachi,119483,113038,False,False,False,47,2026-03-25 07:53:02.765674,7.7,0
7,TRANSFER,9415,JazzCash,Multan,159663,150248,False,False,False,39,2026-04-03 18:49:52.765674,11.3,0
7,CASH_IN,10656,JazzCash,Lahore,34948,45604,False,False,False,34,2026-04-27 12:33:33.765674,12.8,0
7,PAYMENT,1962,JazzCash,Peshawar,132767,130805,False,False,False,23,2026-03-18 12:16:28.765674,2.4,0
8,CASH_OUT,27018,Easypaisa,Lahore,141633,114615,True,True,True,72,2026-03-21 04:05:34.765674,100.0,1
8,TRANSFER,8018,JazzCash,Peshawar,4683,-3335,False,False,False,22,2026-03-17 22:20:05.765674,9.6,0
8,CASH_IN,14577,JazzCash,Faisalabad,170421,184998,False,False,False,39,2026-03-25 20:43:10.765674,17.5,0
8,CASH_OUT,14817,Easypaisa,Karachi,177504,162687,False,False,False,45,2026-04-20 18:16:25.765674,17.8,0
8,TRANSFER,7651,Easypaisa,Quetta,20249,12598,False,False,False,31,2026-03-13 13:50:29.765674,9.2,0
8,CASH_IN,4187,Easypaisa,Quetta,134702,138889,False,False,False,31,2026-03-19 12:50:47.765674,5.0,0
8,TRANSFER,5694,Easypaisa,Karachi,182725,177031,False,False,False,37,2026-03-09 15:48:11.765674,6.8,0
8,TRANSFER,5970,JazzCash,Faisalabad,32353,26383,False,False,False,46,2026-03-21 23:44:36.765674,7.2,0
8,TRANSFER,234,Easypaisa,Peshawar,188172,187938,False,False,False,37,2026-04-11 08:36:32.765674,0.3,0
8,CASH_IN,8846,Easypaisa,Multan,69111,77957,False,False,False,45,2026-03-18 12:55:02.765674,10.6,0
8,CASH_OUT,879,JazzCash,Karachi,82965,82086,False,False,False,46,2026-03-24 21:35:22.765674,1.1,0
8,CASH_OUT,13431,Easypaisa,Quetta,95053,81622,False,False,False,37,2026-05-03 21:22:37.765674,16.1,0
8,PAYMENT,3672,Easypaisa,Quetta,111164,107492,False,False,False,33,2026-04-06 16:11:44.765674,4.4,0
8,CASH_IN,3028,Easypaisa,Multan,45105,48133,False,False,False,48,2026-03-18 18:13:06.765674,3.6,0
8,PAYMENT,10872,Easypaisa,Karachi,34848,23976,False,False,False,27,2026-03-09 09:10:15.765674,13.0,0
8,CASH_IN,11177,Easypaisa,Lahore,104338,115515,False,False,False,26,2026-04-20 19:00:52.765674,13.4,0
8,PAYMENT,6304,Easypaisa,Karachi,126298,119994,False,False,False,36,2026-03-12 20:30:11.765674,7.6,0
8,CASH_OUT,90046,Easypaisa,Karachi,190543,100497,True,True,True,25,2026-04-26 00:21:42.765674,92.0,1
8,CASH_OUT,96635,Easypaisa,Peshawar,152780,56145,False,True,False,16,2026-05-05 05:05:18.765674,68.0,0
8,CASH_IN,409,Easypaisa,Karachi,143006,143415,False,False,False,43,2026-03-30 08:52:04.765674,0.5,0
8,CASH_OUT,4531,Easypaisa,Karachi,41173,36642,False,False,False,46,2026-04-06 11:51:09.765674,5.4,0
8,CASH_OUT,8318,Easypaisa,Quetta,29991,21673,False,False,False,28,2026-04-18 17:11:05.765674,10.0,0
8,CASH_OUT,10486,Easypaisa,Faisalabad,105589,95103,False,False,False,21,2026-04-23 21:54:51.765674,12.6,0
8,CASH_IN,14658,Easypaisa,Lahore,131969,146627,False,False,False,32,2026-03-13 13:53:43.765674,17.6,0
9,CASH_OUT,12952,JazzCash,Multan,141088,128136,False,False,False,21,2026-04-09 21:13:33.765674,15.5,0
9,CASH_OUT,93609,Easypaisa,Peshawar,107429,13820,True,True,False,25,2026-05-01 04:17:23.765674,80.0,1
9,TRANSFER,7743,JazzCash,Multan,72733,64990,False,False,False,45,2026-03-12 20:16:34.765674,9.3,0
9,PAYMENT,4747,JazzCash,Multan,145954,141207,False,False,False,45,2026-03-29 08:17:51.765674,5.7,0
9,TRANSFER,1791,Easypaisa,Faisalabad,14494,12703,False,False,False,50,2026-03-10 09:49:07.765674,2.1,0
9,TRANSFER,25003,Easypaisa,Multan,102278,77275,True,False,True,25,2026-04-07 04:54:34.765674,77.0,1
9,TRANSFER,3202,JazzCash,Quetta,185029,181827,False,False,False,23,2026-04-14 08:53:59.765674,3.8,0
9,TRANSFER,14239,Easypaisa,Faisalabad,93060,78821,False,False,False,47,2026-03-24 07:04:07.765674,17.1,0
9,TRANSFER,3530,JazzCash,Quetta,144667,141137,False,False,False,30,2026-03-10 13:09:17.765674,4.2,0
9,CASH_IN,11002,Easypaisa,Peshawar,39985,50987,False,False,False,22,2026-04-28 17:33:50.765674,13.2,0
9,CASH_OUT,81821,JazzCash,Quetta,109628,27807,False,False,True,25,2026-05-04 05:00:28.765674,57.0,0
9,TRANSFER,63863,Easypaisa,Lahore,76946,13083,True,True,True,25,2026-03-26 02:02:31.765674,92.0,1
9,TRANSFER,825,Easypaisa,Quetta,21063,20238,False,False,False,41,2026-04-02 15:37:38.765674,1.0,0
9,CASH_OUT,28574,JazzCash,Lahore,197989,169415,False,True,True,25,2026-04-23 02:35:16.765674,72.0,1
